,Date,DEXJPUS,USD/JPY_Returns,USD_21-day_MA,USD_55-day_MA,USD_100-day_MA
0,1971-01-04,357.73,,,,
1,1971-01-05,357.81,0.000223632348419045,,,
2,1971-01-06,357.86,0.0001397389676085492,,,
3,1971-01-07,357.87,2.7943888671444483e-05,,,
4,1971-01-08,357.82,-0.0001397155391622551,,,
5,1971-01-11,357.95,0.00036331116203669467,,,
6,1971-01-12,358.06,0.0003073054895934568,,,
7,1971-01-13,358.44,0.0010612746467071332,,,
8,1971-01-14,358.4,-0.00011159468809285311,,,
9,1971-01-15,358.4,0.0,,,
10,1971-01-18,358.29,-0.00030691964285700646,,,
11,1971-01-19,358.35,0.00016746211169715863,,,
12,1971-01-20,358.4,0.0001395283940279768,,,
13,1971-01-21,358.27,-0.000362723214285654,,,
14,1971-01-22,357.9,-0.001032740670444121,,,
15,1971-01-25,357.73,-0.0004749930148084669,,,
16,1971-01-26,357.78,0.00013977021776190313,,,
17,1971-01-27,357.79,2.795013695577886e-05,,,
18,1971-01-28,357.83,0.00011179742306932638,,,
19,1971-01-29,357.72,-0.0003074085459574549,,,
20,1971-02-01,357.67,-0.00013977412501398057,358.0033333333333,,
21,1971-02-02,357.55,-0.0003355047949227252,357.9947619047619,,
